# exported by fityk 0.8.7
#7-Ti:x	7-Ti:y	7-Ti:s	7-Ti:F(x)	7-Ti:%_1(x)	7-Ti:%_2(x)	7-Ti:%_3(x)	7-Ti:%_4(x)	7-Ti:a
21.82	3	1.73205	2.0409e-254	0	0	2.0409e-254	0	1
21.83	4	2	1.1089e-254	0	0	1.1089e-254	0	1
21.85	2	1.41421	3.27054e-255	0	0	3.27054e-255	0	1
21.87	1	1	9.6338e-256	0	0	9.6338e-256	0	1
21.88	1	1	5.22613e-256	0	0	5.22613e-256	0	1
21.9	2	1.41421	1.53651e-256	0	0	1.53651e-256	0	1
21.91	1	1	8.32731e-257	0	0	8.32731e-257	0	1
21.93	1	1	2.44362e-257	0	0	2.44362e-257	0	1
21.95	1	1	7.16165e-258	0	0	7.16165e-258	0	1
21.96	1	1	3.87523e-258	0	0	3.87523e-258	0	1
21.98	0	1	1.13358e-258	0	0	1.13358e-258	0	1
21.99	3	1.73205	6.12806e-259	0	0	6.12806e-259	0	1
22.01	1	1	1.78918e-259	0	0	1.78918e-259	0	1
22.02	2	1.41421	9.66301e-260	0	0	9.66301e-260	0	1
22.04	2	1.41421	2.81591e-260	0	0	2.81591e-260	0	1
22.06	0	1	8.19548e-261	0	0	8.19548e-261	0	1
22.07	3	1.73205	4.41922e-261	0	0	4.41922e-261	0	1
22.09	2	1.41421	1.28374e-261	0	0	1.28374e-261	0	1
22.1	5	2.23607	6.91572e-262	0	0	6.91572e-262	0	1
22.12	2	1.41421	2.00514e-262	0	0	2.00514e-262	0	1
22.14	3	1.73205	5.80632e-263	0	0	5.80632e-263	0	1
22.15	3	1.73205	3.12301e-263	0	0	3.12301e-263	0	1
22.17	2	1.41421	9.02623e-264	0	0	9.02623e-264	0	1
22.18	1	1	4.85028e-264	0	0	4.85028e-264	0	1
22.2	1	1	1.39918e-264	0	0	1.39918e-264	0	1
22.21	2	1.41421	7.51143e-265	0	0	7.51143e-265	0	1
22.23	0	1	2.16275e-265	0	0	2.16275e-265	0	1
22.25	2	1.41421	6.21928e-266	0	0	6.21928e-266	0	1
22.26	3	1.73205	3.3335e-266	0	0	3.3335e-266	0	1
22.28	2	1.41421	9.56775e-267	0	0	9.56775e-267	0	1
22.29	2	1.41421	5.1234e-267	0	0	5.1234e-267	0	1
22.31	0	1	1.46772e-267	0	0	1.46772e-267	0	1
22.32	1	1	7.85198e-268	0	0	7.85198e-268	0	1
22.34	0	1	2.24512e-268	0	0	2.24512e-268	0	1
22.36	1	1	6.41136e-269	0	0	6.41136e-269	0	1
22.37	2	1.41421	3.42452e-269	0	0	3.42452e-269	0	1
22.39	0	1	9.76079e-270	0	0	9.76079e-270	0	1
22.4	1	1	5.20861e-270	0	0	5.20861e-270	0	1
22.42	3	1.73205	1.48178e-270	0	0	1.48178e-270	0	1
22.44	1	1	4.21012e-271	0	0	4.21012e-271	0	1
22.45	0	1	2.24308e-271	0	0	2.24308e-271	0	1
22.47	3	1.73205	6.36109e-272	0	0	6.36109e-272	0	1
22.48	2	1.41421	3.38586e-272	0	0	3.38586e-272	0	1
22.5	0	1	9.58366e-273	0	0	9.58366e-273	0	1
22.51	2	1.41421	5.09632e-273	0	0	5.09632e-273	0	1
22.53	0	1	1.43977e-273	0	0	1.43977e-273	0	1
22.55	0	1	4.0624e-274	0	0	4.0624e-274	0	1
22.56	4	2	2.15685e-274	0	0	2.15685e-274	0	1
22.58	1	1	6.07413e-275	0	0	6.07413e-275	0	1
22.59	0	1	3.22189e-275	0	0	3.22189e-275	0	1
22.61	2	1.41421	9.05627e-276	0	0	9.05627e-276	0	1
22.63	1	1	2.54237e-276	0	0	2.54237e-276	0	1
22.64	2	1.41421	1.34641e-276	0	0	1.34641e-276	0	1
22.66	2	1.41421	3.77261e-277	0	0	3.77261e-277	0	1
22.67	1	1	1.99604e-277	0	0	1.99604e-277	0	1
22.69	0	1	5.58224e-278	0	0	5.58224e-278	0	1
22.7	2	1.41421	2.95068e-278	0	0	2.95068e-278	0	1
22.72	2	1.41421	8.23642e-279	0	0	8.23642e-279	0	1
22.74	0	1	2.29617e-279	0	0	2.29617e-279	0	1
22.75	2	1.41421	1.2118e-279	0	0	1.2118e-279	0	1
22.77	2	1.41421	3.37189e-280	0	0	3.37189e-280	0	1
22.78	1	1	1.77782e-280	0	0	1.77782e-280	0	1
22.8	2	1.41421	4.93747e-281	0	0	4.93747e-281	0	1
22.82	2	1.41421	1.36953e-281	0	0	1.36953e-281	0	1
22.83	5	2.23607	7.2094e-282	0	0	7.2094e-282	0	1
22.85	1	1	1.99591e-282	0	0	1.99591e-282	0	1
22.86	2	1.41421	1.04968e-282	0	0	1.04968e-282	0	1
22.88	0	1	2.90051e-283	0	0	2.90051e-283	0	1
22.89	1	1	1.52398e-283	0	0	1.52398e-283	0	1
22.91	2	1.41421	4.20312e-284	0	0	4.20312e-284	0	1
22.93	1	1	1.15775e-284	0	0	1.15775e-284	0	1
22.94	2	1.41421	6.07339e-285	0	0	6.07339e-285	0	1
22.96	3	1.73205	1.66975e-285	0	0	1.66975e-285	0	1
22.97	1	1	8.75092e-286	0	0	8.75092e-286	0	1
22.99	1	1	2.40131e-286	0	0	2.40131e-286	0	1
23.01	0	1	6.58103e-287	0	0	6.58103e-287	0	1
23.02	2	1.41421	3.44358e-287	0	0	3.44358e-287	0	1
23.04	3	1.73205	9.41956e-288	0	0	9.41956e-288	0	1
23.05	0	1	4.92419e-288	0	0	4.92419e-288	0	1
23.07	1	1	1.34441e-288	0	0	1.34441e-288	0	1
23.08	0	1	7.02138e-289	0	0	7.02138e-289	0	1
23.1	0	1	1.91335e-289	0	0	1.91335e-289	0	1
23.12	1	1	5.20733e-290	0	0	5.20733e-290	0	1
23.13	3	1.73205	2.71531e-290	0	0	2.71531e-290	0	1
23.15	3	1.73205	7.37593e-291	0	0	7.37593e-291	0	1
23.16	1	1	3.84246e-291	0	0	3.84246e-291	0	1
23.18	1	1	1.04179e-291	0	0	1.04179e-291	0	1
23.2	0	1	2.82101e-292	0	0	2.82101e-292	0	1
23.21	1	1	1.46727e-292	0	0	1.46727e-292	0	1
23.23	2	1.41421	3.96559e-293	0	0	3.96559e-293	0	1
23.24	2	1.41421	2.06064e-293	0	0	2.06064e-293	0	1
23.26	1	1	5.55872e-294	0	0	5.55872e-294	0	1
23.27	1	1	2.88573e-294	0	0	2.88573e-294	0	1
23.29	0	1	7.76971e-295	0	0	7.76971e-295	0	1
23.31	1	1	2.08932e-295	0	0	2.08932e-295	0	1
23.32	0	1	1.08292e-295	0	0	1.08292e-295	0	1
23.34	3	1.73205	2.90652e-296	0	0	2.90652e-296	0	1
23.35	4	2	1.50506e-296	0	0	1.50506e-296	0	1
23.37	2	1.41421	4.03185e-297	0	0	4.03185e-297	0	1
23.38	2	1.41421	2.0858e-297	0	0	2.0858e-297	0	1
23.4	1	1	5.57698e-298	0	0	5.57698e-298	0	1
23.42	3	1.73205	1.48928e-298	0	0	1.48928e-298	0	1
23.43	1	1	7.69231e-299	0	0	7.69231e-299	0	1
23.45	1	1	2.05026e-299	0	0	2.05026e-299	0	1
23.46	2	1.41421	1.05798e-299	0	0	1.05798e-299	0	1
23.48	2	1.41421	2.81452e-300	0	0	2.81452e-300	0	1
23.5	1	1	7.47794e-301	0	0	7.47794e-301	0	1
23.51	2	1.41421	3.8527e-301	0	0	3.8527e-301	0	1
23.53	4	2	1.02169e-301	0	0	1.02169e-301	0	1
23.54	1	1	5.25881e-302	0	0	5.25881e-302	0	1
23.56	2	1.41421	1.39192e-302	0	0	1.39192e-302	0	1
23.57	2	1.41421	7.1577e-303	0	0	7.1577e-303	0	1
23.59	2	1.41421	1.89094e-303	0	0	1.89094e-303	0	1
23.61	2	1.41421	4.9892e-304	0	0	4.9892e-304	0	1
23.62	2	1.41421	2.56154e-304	0	0	2.56154e-304	0	1
23.64	3	1.73205	6.74576e-305	0	0	6.74576e-305	0	1
23.65	0	1	3.46011e-305	0	0	3.46011e-305	0	1
23.67	3	1.73205	9.09482e-306	0	0	9.09482e-306	0	1
23.69	2	1.41421	2.38753e-306	0	0	2.38753e-306	0	1
23.7	1	1	1.2227e-306	0	0	1.2227e-306	0	1
23.72	0	1	3.20369e-307	0	0	3.20369e-307	0	1
23.73	2	1.41421	1.63912e-307	0	0	1.63912e-307	0	1
23.75	0	1	4.28663e-308	0	0	4.28663e-308	0	1
23.76	1	1	2.1911e-308	0	0	2.1911e-308	0	1
23.78	1	1	5.71932e-309	0	0	5.71932e-309	0	1
23.8	1	1	1.49099e-309	0	0	1.49099e-309	0	1
23.81	2	1.41421	7.60914e-310	0	0	7.60914e-310	0	1
23.83	3	1.73205	1.9799e-310	0	0	1.9799e-310	0	1
23.84	4	2	1.00946e-310	0	0	1.00946e-310	0	1
23.86	2	1.41421	2.62164e-311	0	0	2.62164e-311	0	1
23.88	1	1	6.79995e-312	0	0	6.79995e-312	0	1
23.89	2	1.41421	3.46151e-312	0	0	3.46151e-312	0	1
23.91	1	1	8.96136e-313	0	0	8.96136e-313	0	1
23.92	2	1.41421	4.55745e-313	0	0	4.55745e-313	0	1
23.94	2	1.41421	1.17762e-313	0	0	1.17762e-313	0	1
23.95	0	1	5.98331e-314	0	0	5.98331e-314	0	1
23.97	3	1.73205	1.54312e-314	0	0	1.54312e-314	0	1
23.99	0	1	3.97475e-315	0	0	3.97475e-315	0	1
24	1	1	2.01632e-315	0	0	2.01632e-315	0	1
24.02	1	1	5.18374e-316	0	0	5.18374e-316	0	1
24.03	0	1	2.62712e-316	0	0	2.62712e-316	0	1
24.05	3	1.73205	6.74124e-317	0	0	6.74124e-317	0	1
24.07	2	1.41421	1.72762e-317	0	0	1.72762e-317	0	1
24.08	2	1.41421	8.74165e-318	0	0	8.74165e-318	0	1
24.1	0	1	2.23599e-318	0	0	2.23599e-318	0	1
24.11	2	1.41421	1.13032e-318	0	0	1.13032e-318	0	1
24.13	2	1.41421	2.8848e-319	0	0	2.8848e-319	0	1
24.14	2	1.41421	1.45621e-319	0	0	1.45621e-319	0	1
24.16	1	1	3.705e-320	0	0	3.705e-320	0	1
24.18	1	1	9.3082e-321	0	0	9.3082e-321	0	1
24.19	0	1	4.6541e-321	0	0	4.6541e-321	0	1
24.21	0	1	1.20552e-321	0	0	1.20552e-321	0	1
24.22	1	1	5.18769e-322	0	0	5.18769e-322	0	1
24.24	1	1	0	0	0	0	0	1
24.26	2	1.41421	0	0	0	0	0	1
24.27	2	1.41421	0	0	0	0	0	1
24.29	1	1	0	0	0	0	0	1
24.3	0	1	0	0	0	0	0	1
24.32	2	1.41421	0	0	0	0	0	1
24.33	0	1	0	0	0	0	0	1
24.35	0	1	0	0	0	0	0	1
24.37	2	1.41421	0	0	0	0	0	1
24.38	1	1	0	0	0	0	0	1
24.4	1	1	0	0	0	0	0	1
24.41	0	1	0	0	0	0	0	1
24.43	1	1	0	0	0	0	0	1
24.45	0	1	0	0	0	0	0	1
24.46	0	1	0	0	0	0	0	1
24.48	2	1.41421	0	0	0	0	0	1
24.49	0	1	0	0	0	0	0	1
24.51	1	1	0	0	0	0	0	1
24.52	1	1	0	0	0	0	0	1
24.54	0	1	0	0	0	0	0	1
24.56	1	1	0	0	0	0	0	1
24.57	1	1	0	0	0	0	0	1
24.59	2	1.41421	0	0	0	0	0	1
24.6	0	1	0	0	0	0	0	1
24.62	2	1.41421	0	0	0	0	0	1
24.63	0	1	0	0	0	0	0	1
24.65	1	1	0	0	0	0	0	1
24.67	0	1	0	0	0	0	0	1
24.68	1	1	0	0	0	0	0	1
24.7	0	1	0	0	0	0	0	1
24.71	0	1	0	0	0	0	0	1
24.73	2	1.41421	0	0	0	0	0	1
24.75	0	1	0	0	0	0	0	1
24.76	1	1	0	0	0	0	0	1
24.78	3	1.73205	0	0	0	0	0	1
24.79	0	1	0	0	0	0	0	1
24.81	2	1.41421	0	0	0	0	0	1
24.82	2	1.41421	0	0	0	0	0	1
24.84	0	1	0	0	0	0	0	1
24.86	0	1	0	0	0	0	0	1
24.87	1	1	0	0	0	0	0	1
24.89	2	1.41421	0	0	0	0	0	1
24.9	0	1	0	0	0	0	0	1
24.92	1	1	0	0	0	0	0	1
24.94	1	1	0	0	0	0	0	1
24.95	0	1	0	0	0	0	0	1
24.97	1	1	0	0	0	0	0	1
24.98	2	1.41421	0	0	0	0	0	1
25	1	1	0	0	0	0	0	1
25.01	0	1	0	0	0	0	0	1
25.03	0	1	0	0	0	0	0	1
25.05	0	1	0	0	0	0	0	1
25.06	1	1	0	0	0	0	0	1
25.08	0	1	0	0	0	0	0	1
25.09	2	1.41421	0	0	0	0	0	1
25.11	1	1	0	0	0	0	0	1
25.13	1	1	0	0	0	0	0	1
25.14	1	1	0	0	0	0	0	1
25.16	0	1	0	0	0	0	0	1
25.17	2	1.41421	0	0	0	0	0	1
25.19	1	1	0	0	0	0	0	1
25.2	0	1	0	0	0	0	0	1
25.22	0	1	0	0	0	0	0	1
25.24	2	1.41421	0	0	0	0	0	1
25.25	3	1.73205	0	0	0	0	0	1
25.27	3	1.73205	0	0	0	0	0	1
25.28	2	1.41421	0	0	0	0	0	1
25.3	1	1	0	0	0	0	0	1
25.32	1	1	0	0	0	0	0	1
25.33	0	1	0	0	0	0	0	1
25.35	1	1	0	0	0	0	0	1
25.36	2	1.41421	0	0	0	0	0	1
25.38	1	1	0	0	0	0	0	1
25.39	1	1	0	0	0	0	0	1
25.41	0	1	0	0	0	0	0	1
25.43	1	1	0	0	0	0	0	1
25.44	1	1	0	0	0	0	0	1
25.46	1	1	0	0	0	0	0	1
25.47	0	1	0	0	0	0	0	1
25.49	1	1	0	0	0	0	0	1
25.51	0	1	0	0	0	0	0	1
25.52	0	1	0	0	0	0	0	1
25.54	2	1.41421	0	0	0	0	0	1
25.55	0	1	0	0	0	0	0	1
25.57	1	1	0	0	0	0	0	1
25.58	2	1.41421	0	0	0	0	0	1
25.6	0	1	0	0	0	0	0	1
25.62	0	1	0	0	0	0	0	1
25.63	0	1	0	0	0	0	0	1
25.65	1	1	0	0	0	0	0	1
25.66	1	1	0	0	0	0	0	1
25.68	0	1	0	0	0	0	0	1
25.69	0	1	0	0	0	0	0	1
25.71	1	1	0	0	0	0	0	1
25.73	0	1	0	0	0	0	0	1
25.74	0	1	0	0	0	0	0	1
25.76	1	1	0	0	0	0	0	1
25.77	1	1	0	0	0	0	0	1
25.79	0	1	0	0	0	0	0	1
25.81	2	1.41421	0	0	0	0	0	1
25.82	1	1	0	0	0	0	0	1
25.84	4	2	0	0	0	0	0	1
25.85	1	1	0	0	0	0	0	1
25.87	1	1	0	0	0	0	0	1
25.88	2	1.41421	0	0	0	0	0	1
25.9	0	1	0	0	0	0	0	1
25.92	0	1	0	0	0	0	0	1
25.93	4	2	0	0	0	0	0	1
25.95	0	1	0	0	0	0	0	1
25.96	3	1.73205	0	0	0	0	0	1
25.98	0	1	0	0	0	0	0	1
26	0	1	0	0	0	0	0	1
26.01	0	1	0	0	0	0	0	1
26.03	1	1	0	0	0	0	0	1
26.04	0	1	0	0	0	0	0	1
26.06	1	1	0	0	0	0	0	1
26.07	2	1.41421	0	0	0	0	0	1
26.09	0	1	0	0	0	0	0	1
26.11	1	1	0	0	0	0	0	1
26.12	3	1.73205	0	0	0	0	0	1
26.14	2	1.41421	0	0	0	0	0	1
26.15	0	1	0	0	0	0	0	1
26.17	1	1	0	0	0	0	0	1
26.19	1	1	0	0	0	0	0	1
26.2	0	1	0	0	0	0	0	1
26.22	0	1	0	0	0	0	0	1
26.23	0	1	0	0	0	0	0	1
26.25	0	1	0	0	0	0	0	1
26.26	0	1	0	0	0	0	0	1
26.28	0	1	0	0	0	0	0	1
26.3	0	1	0	0	0	0	0	1
26.31	0	1	0	0	0	0	0	1
26.33	1	1	0	0	0	0	0	1
26.34	1	1	0	0	0	0	0	1
26.36	1	1	0	0	0	0	0	1
26.38	3	1.73205	0	0	0	0	0	1
26.39	2	1.41421	0	0	0	0	0	1
26.41	1	1	0	0	0	0	0	1
26.42	1	1	0	0	0	0	0	1
26.44	0	1	0	0	0	0	0	1
26.45	2	1.41421	0	0	0	0	0	1
26.47	0	1	0	0	0	0	0	1
26.49	0	1	0	0	0	0	0	1
26.5	1	1	0	0	0	0	0	1
26.52	2	1.41421	0	0	0	0	0	1
26.53	0	1	0	0	0	0	0	1
26.55	1	1	0	0	0	0	0	1
26.57	0	1	0	0	0	0	0	1
26.58	0	1	0	0	0	0	0	1
26.6	2	1.41421	0	0	0	0	0	1
26.61	0	1	0	0	0	0	0	1
26.63	1	1	0	0	0	0	0	1
26.64	0	1	0	0	0	0	0	1
26.66	1	1	0	0	0	0	0	1
26.68	2	1.41421	0	0	0	0	0	1
26.69	2	1.41421	0	0	0	0	0	1
26.71	2	1.41421	0	0	0	0	0	1
26.72	0	1	0	0	0	0	0	1
26.74	0	1	0	0	0	0	0	1
26.75	2	1.41421	0	0	0	0	0	1
26.77	1	1	0	0	0	0	0	1
26.79	0	1	0	0	0	0	0	1
26.8	0	1	0	0	0	0	0	1
26.82	1	1	0	0	0	0	0	1
26.83	2	1.41421	0	0	0	0	0	1
26.85	0	1	0	0	0	0	0	1
26.87	0	1	0	0	0	0	0	1
26.88	0	1	0	0	0	0	0	1
26.9	3	1.73205	0	0	0	0	0	1
26.91	0	1	0	0	0	0	0	1
26.93	0	1	0	0	0	0	0	1
26.94	0	1	0	0	0	0	0	1
26.96	1	1	0	0	0	0	0	1
26.98	2	1.41421	0	0	0	0	0	1
26.99	0	1	0	0	0	0	0	1
27.01	1	1	0	0	0	0	0	1
27.02	2	1.41421	0	0	0	0	0	1
27.04	1	1	0	0	0	0	0	1
27.06	0	1	0	0	0	0	0	1
27.07	1	1	0	0	0	0	0	1
27.09	1	1	0	0	0	0	0	1
27.1	0	1	0	0	0	0	0	1
27.12	0	1	0	0	0	0	0	1
27.13	0	1	0	0	0	0	0	1
27.15	2	1.41421	0	0	0	0	0	1
27.17	0	1	0	0	0	0	0	1
27.18	3	1.73205	0	0	0	0	0	1
27.2	0	1	0	0	0	0	0	1
27.21	0	1	0	0	0	0	0	1
27.23	1	1	0	0	0	0	0	1
27.25	1	1	0	0	0	0	0	1
27.26	0	1	0	0	0	0	0	1
27.28	0	1	0	0	0	0	0	1
27.29	1	1	0	0	0	0	0	1
27.31	0	1	0	0	0	0	0	1
27.32	1	1	0	0	0	0	0	1
27.34	1	1	0	0	0	0	0	1
27.36	0	1	0	0	0	0	0	1
27.37	1	1	0	0	0	0	0	1
27.39	2	1.41421	0	0	0	0	0	1
27.4	2	1.41421	0	0	0	0	0	1
27.42	0	1	0	0	0	0	0	1
27.44	2	1.41421	0	0	0	0	0	1
27.45	0	1	0	0	0	0	0	1
27.47	0	1	0	0	0	0	0	1
27.48	1	1	0	0	0	0	0	1
27.5	0	1	0	0	0	0	0	1
27.51	0	1	0	0	0	0	0	1
27.53	0	1	0	0	0	0	0	1
27.55	1	1	0	0	0	0	0	1
27.56	1	1	0	0	0	0	0	1
27.58	0	1	0	0	0	0	0	1
27.59	0	1	0	0	0	0	0	1
27.61	0	1	0	0	0	0	0	1
27.63	0	1	0	0	0	0	0	1
27.64	3	1.73205	0	0	0	0	0	1
27.66	0	1	0	0	0	0	0	1
27.67	1	1	0	0	0	0	0	1
27.69	0	1	0	0	0	0	0	1
27.7	0	1	0	0	0	0	0	1
27.72	1	1	0	0	0	0	0	1
27.74	1	1	0	0	0	0	0	1
27.75	1	1	0	0	0	0	0	1
27.77	0	1	0	0	0	0	0	1
27.78	2	1.41421	0	0	0	0	0	1
27.8	1	1	0	0	0	0	0	1
27.81	0	1	0	0	0	0	0	1
27.83	0	1	0	0	0	0	0	1
27.85	0	1	0	0	0	0	0	1
27.86	0	1	0	0	0	0	0	1
27.88	0	1	0	0	0	0	0	1
27.89	1	1	0	0	0	0	0	1
27.91	1	1	0	0	0	0	0	1
27.93	1	1	0	0	0	0	0	1
27.94	0	1	0	0	0	0	0	1
27.96	0	1	0	0	0	0	0	1
27.97	1	1	0	0	0	0	0	1
27.99	0	1	0	0	0	0	0	1
28	2	1.41421	0	0	0	0	0	1
28.02	1	1	0	0	0	0	0	1
28.04	1	1	0	0	0	0	0	1
28.05	0	1	0	0	0	0	0	1
28.07	0	1	0	0	0	0	0	1
28.08	0	1	0	0	0	0	0	1
28.1	1	1	0	0	0	0	0	1
28.12	0	1	0	0	0	0	0	1
28.13	2	1.41421	0	0	0	0	0	1
28.15	1	1	0	0	0	0	0	1
28.16	1	1	0	0	0	0	0	1
28.18	2	1.41421	0	0	0	0	0	1
28.19	0	1	0	0	0	0	0	1
28.21	0	1	0	0	0	0	0	1
28.23	0	1	0	0	0	0	0	1
28.24	0	1	0	0	0	0	0	1
28.26	0	1	0	0	0	0	0	1
28.27	0	1	0	0	0	0	0	1
28.29	0	1	0	0	0	0	0	1
28.31	2	1.41421	0	0	0	0	0	1
28.32	0	1	0	0	0	0	0	1
28.34	0	1	0	0	0	0	0	1
28.35	0	1	0	0	0	0	0	1
28.37	2	1.41421	0	0	0	0	0	1
28.38	0	1	0	0	0	0	0	1
28.4	0	1	0	0	0	0	0	1
28.42	1	1	0	0	0	0	0	1
28.43	0	1	0	0	0	0	0	1
28.45	0	1	0	0	0	0	0	1
28.46	0	1	0	0	0	0	0	1
28.48	2	1.41421	0	0	0	0	0	1
28.5	0	1	0	0	0	0	0	1
28.51	1	1	0	0	0	0	0	1
28.53	2	1.41421	0	0	0	0	0	1
28.54	0	1	0	0	0	0	0	1
28.56	0	1	0	0	0	0	0	1
28.57	0	1	0	0	0	0	0	1
28.59	1	1	0	0	0	0	0	1
28.61	0	1	0	0	0	0	0	1
28.62	0	1	0	0	0	0	0	1
28.64	0	1	0	0	0	0	0	1
28.65	0	1	0	0	0	0	0	1
28.67	1	1	0	0	0	0	0	1
28.69	0	1	0	0	0	0	0	1
28.7	0	1	0	0	0	0	0	1
28.72	0	1	0	0	0	0	0	1
28.73	1	1	0	0	0	0	0	1
28.75	1	1	0	0	0	0	0	1
28.76	0	1	0	0	0	0	0	1
28.78	1	1	0	0	0	0	0	1
28.8	0	1	0	0	0	0	0	1
28.81	0	1	0	0	0	0	0	1
28.83	0	1	0	0	0	0	0	1
28.84	0	1	0	0	0	0	0	1
28.86	1	1	0	0	0	0	0	1
28.88	0	1	0	0	0	0	0	1
28.89	0	1	0	0	0	0	0	1
28.91	1	1	0	0	0	0	0	1
28.92	0	1	0	0	0	0	0	1
28.94	1	1	0	0	0	0	0	1
28.95	0	1	0	0	0	0	0	1
28.97	0	1	0	0	0	0	0	1
28.99	0	1	0	0	0	0	0	1
29	0	1	0	0	0	0	0	1
29.02	0	1	0	0	0	0	0	1
29.03	0	1	0	0	0	0	0	1
29.05	0	1	0	0	0	0	0	1
29.06	0	1	0	0	0	0	0	1
29.08	0	1	0	0	0	0	0	1
29.1	0	1	0	0	0	0	0	1
29.11	0	1	0	0	0	0	0	1
29.13	2	1.41421	0	0	0	0	0	1
29.14	0	1	0	0	0	0	0	1
29.16	1	1	0	0	0	0	0	1
29.18	0	1	0	0	0	0	0	1
29.19	0	1	0	0	0	0	0	1
29.21	0	1	0	0	0	0	0	1
29.22	0	1	0	0	0	0	0	1
29.24	1	1	0	0	0	0	0	1
29.25	0	1	0	0	0	0	0	1
29.27	0	1	0	0	0	0	0	1
29.29	0	1	0	0	0	0	0	1
29.3	0	1	0	0	0	0	0	1
29.32	1	1	0	0	0	0	0	1
29.33	0	1	0	0	0	0	0	1
29.35	0	1	0	0	0	0	0	1
29.37	0	1	0	0	0	0	0	1
29.38	0	1	0	0	0	0	0	1
29.4	0	1	0	0	0	0	0	1
29.41	0	1	0	0	0	0	0	1
29.43	1	1	0	0	0	0	0	1
29.44	0	1	0	0	0	0	0	1
29.46	0	1	0	0	0	0	0	1
29.48	0	1	0	0	0	0	0	1
29.49	1	1	0	0	0	0	0	1
29.51	0	1	0	0	0	0	0	1
29.52	0	1	0	0	0	0	0	1
29.54	0	1	0	0	0	0	0	1
29.56	1	1	0	0	0	0	0	1
29.57	0	1	0	0	0	0	0	1
29.59	0	1	0	0	0	0	0	1
29.6	0	1	0	0	0	0	0	1
29.62	1	1	0	0	0	0	0	1
29.63	0	1	0	0	0	0	0	1
29.65	2	1.41421	0	0	0	0	0	1
29.67	0	1	0	0	0	0	0	1
29.68	0	1	0	0	0	0	0	1
29.7	0	1	0	0	0	0	0	1
29.71	0	1	0	0	0	0	0	1
29.73	0	1	0	0	0	0	0	1
29.75	1	1	0	0	0	0	0	1
29.76	0	1	0	0	0	0	0	1
29.78	0	1	0	0	0	0	0	1
29.79	0	1	0	0	0	0	0	1
29.81	0	1	0	0	0	0	0	1
29.82	0	1	0	0	0	0	0	1
29.84	0	1	0	0	0	0	0	1
29.86	0	1	0	0	0	0	0	1
29.87	0	1	0	0	0	0	0	1
29.89	0	1	0	0	0	0	0	1
29.9	0	1	0	0	0	0	0	1
29.92	0	1	0	0	0	0	0	1
29.94	0	1	0	0	0	0	0	1
29.95	0	1	0	0	0	0	0	1
29.97	1	1	0	0	0	0	0	1
29.98	0	1	0	0	0	0	0	1
30	1	1	0	0	0	0	0	1
30.01	0	1	0	0	0	0	0	1
30.03	0	1	0	0	0	0	0	1
30.05	1	1	0	0	0	0	0	1
30.06	0	1	0	0	0	0	0	1
30.08	0	1	0	0	0	0	0	1
30.09	0	1	0	0	0	0	0	1
30.11	0	1	0	0	0	0	0	1
30.12	0	1	0	0	0	0	0	1
30.14	0	1	0	0	0	0	0	1
30.16	1	1	0	0	0	0	0	1
30.17	0	1	0	0	0	0	0	1
30.19	0	1	0	0	0	0	0	1
30.2	0	1	0	0	0	0	0	1
30.22	2	1.41421	0	0	0	0	0	1
30.24	0	1	0	0	0	0	0	1
30.25	0	1	0	0	0	0	0	1
30.27	0	1	0	0	0	0	0	1
30.28	0	1	0	0	0	0	0	1
30.3	0	1	0	0	0	0	0	1
30.31	0	1	0	0	0	0	0	1
30.33	0	1	0	0	0	0	0	1
30.35	0	1	0	0	0	0	0	1
30.36	0	1	0	0	0	0	0	1
30.38	0	1	0	0	0	0	0	1
30.39	0	1	0	0	0	0	0	1
30.41	0	1	0	0	0	0	0	1
30.43	0	1	0	0	0	0	0	1
30.44	1	1	0	0	0	0	0	1
30.46	0	1	0	0	0	0	0	1
30.47	0	1	0	0	0	0	0	1
30.49	0	1	0	0	0	0	0	1
30.5	1	1	0	0	0	0	0	1
30.52	1	1	0	0	0	0	0	1
30.54	0	1	0	0	0	0	0	1
30.55	0	1	0	0	0	0	0	1
30.57	0	1	0	0	0	0	0	1
30.58	0	1	0	0	0	0	0	1
30.6	0	1	0	0	0	0	0	1
30.62	0	1	0	0	0	0	0	1
30.63	1	1	0	0	0	0	0	1
30.65	0	1	0	0	0	0	0	1
30.66	0	1	0	0	0	0	0	1
30.68	0	1	0	0	0	0	0	1
30.69	0	1	0	0	0	0	0	1
30.71	1	1	0	0	0	0	0	1
30.73	0	1	0	0	0	0	0	1
30.74	0	1	0	0	0	0	0	1
30.76	0	1	0	0	0	0	0	1
30.77	0	1	0	0	0	0	0	1
30.79	0	1	0	0	0	0	0	1
30.81	0	1	0	0	0	0	0	1
30.82	0	1	0	0	0	0	0	1
30.84	0	1	0	0	0	0	0	1
30.85	1	1	0	0	0	0	0	1
30.87	0	1	0	0	0	0	0	1
30.88	0	1	0	0	0	0	0	1
30.9	0	1	0	0	0	0	0	1
30.92	0	1	0	0	0	0	0	1
30.93	0	1	0	0	0	0	0	1
30.95	0	1	0	0	0	0	0	1
30.96	0	1	0	0	0	0	0	1
30.98	0	1	0	0	0	0	0	1
31	0	1	0	0	0	0	0	1
31.01	1	1	0	0	0	0	0	1
31.03	0	1	0	0	0	0	0	1
31.04	0	1	0	0	0	0	0	1
