Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_20k-m.dsd
496.93	0.0192
497.00	0.0192
497.07	0.0198
497.13	0.0204
497.20	0.0208
497.27	0.0214
497.33	0.0220
497.40	0.0226
497.47	0.0232
497.53	0.0242
497.60	0.0251
497.67	0.0260
497.73	0.0273
497.80	0.0282
497.87	0.0297
497.93	0.0307
498.00	0.0319
498.07	0.0328
498.13	0.0338
498.20	0.0347
498.27	0.0356
498.33	0.0359
498.40	0.0365
498.47	0.0369
498.53	0.0372
498.60	0.0375
498.67	0.0381
498.73	0.0381
498.80	0.0384
498.87	0.0387
498.93	0.0393
499.00	0.0396
499.07	0.0403
499.13	0.0409
499.20	0.0412
499.27	0.0418
499.33	0.0424
499.40	0.0430
499.47	0.0437
499.53	0.0446
499.60	0.0452
499.67	0.0455
499.73	0.0458
499.80	0.0468
499.87	0.0474
499.93	0.0483
500.00	0.0489
500.07	0.0499
500.13	0.0511
500.20	0.0520
500.27	0.0527
500.33	0.0539
500.40	0.0548
500.47	0.0557
500.53	0.0564
500.60	0.0573
500.67	0.0579
500.73	0.0588
500.80	0.0598
500.87	0.0607
500.93	0.0616
501.00	0.0629
501.07	0.0638
501.13	0.0644
501.20	0.0657
501.27	0.0666
501.33	0.0675
501.40	0.0678
501.47	0.0684
501.53	0.0691
501.60	0.0694
501.67	0.0700
501.73	0.0706
501.80	0.0715
501.87	0.0725
501.93	0.0731
502.00	0.0740
502.07	0.0753
502.13	0.0762
502.20	0.0771
502.27	0.0780
502.33	0.0796
502.40	0.0805
502.47	0.0818
502.53	0.0827
502.60	0.0836
502.67	0.0845
502.73	0.0858
502.80	0.0864
502.87	0.0873
502.93	0.0883
503.00	0.0889
503.07	0.0898
503.13	0.0907
503.20	0.0917
503.27	0.0923
503.33	0.0932
503.40	0.0945
503.47	0.0957
503.53	0.0969
503.60	0.0982
503.67	0.0994
503.73	0.1010
503.80	0.1022
503.87	0.1034
503.93	0.1050
504.00	0.1062
504.07	0.1072
504.13	0.1084
504.20	0.1093
504.27	0.1109
504.33	0.1121
504.40	0.1134
504.47	0.1149
504.53	0.1164
504.60	0.1180
504.67	0.1192
504.73	0.1208
504.80	0.1223
504.87	0.1239
504.93	0.1254
505.00	0.1270
505.07	0.1282
505.13	0.1298
505.20	0.1310
505.27	0.1322
505.33	0.1335
505.40	0.1347
505.47	0.1363
505.53	0.1372
505.60	0.1387
505.67	0.1397
505.73	0.1409
505.80	0.1422
505.87	0.1434
505.93	0.1446
506.00	0.1459
506.07	0.1474
506.13	0.1487
506.20	0.1499
506.27	0.1508
506.33	0.1521
506.40	0.1533
506.47	0.1545
506.53	0.1561
506.60	0.1576
506.67	0.1589
506.73	0.1604
506.80	0.1620
506.87	0.1638
506.93	0.1660
507.00	0.1679
507.07	0.1697
507.13	0.1716
507.20	0.1734
507.27	0.1753
507.33	0.1772
507.40	0.1787
507.47	0.1802
507.53	0.1812
507.60	0.1830
507.67	0.1843
507.73	0.1861
507.80	0.1874
507.87	0.1889
507.93	0.1902
508.00	0.1917
508.07	0.1929
508.13	0.1945
508.20	0.1960
508.27	0.1976
508.33	0.1988
508.40	0.2004
508.47	0.2019
508.53	0.2035
508.60	0.2050
508.67	0.2072
508.73	0.2091
508.80	0.2112
508.87	0.2134
508.93	0.2152
509.00	0.2177
509.07	0.2199
509.13	0.2221
509.20	0.2248
509.27	0.2270
509.33	0.2295
509.40	0.2320
509.47	0.2341
509.53	0.2366
509.60	0.2385
509.67	0.2406
509.73	0.2425
509.80	0.2444
509.87	0.2462
509.93	0.2478
510.00	0.2493
510.07	0.2509
510.13	0.2524
510.20	0.2546
510.27	0.2564
510.33	0.2583
510.40	0.2605
510.47	0.2626
510.53	0.2648
510.60	0.2667
510.67	0.2691
510.73	0.2713
510.80	0.2735
510.87	0.2759
510.93	0.2784
511.00	0.2812
511.07	0.2840
511.13	0.2868
511.20	0.2893
511.27	0.2921
511.33	0.2942
511.40	0.2967
511.47	0.2995
511.53	0.3017
511.60	0.3044
511.67	0.3069
511.73	0.3097
511.80	0.3122
511.87	0.3150
511.93	0.3174
512.00	0.3202
512.07	0.3227
512.13	0.3255
512.20	0.3280
512.27	0.3308
512.33	0.3332
512.40	0.3360
512.47	0.3391
512.53	0.3416
512.60	0.3441
512.67	0.3469
512.73	0.3497
512.80	0.3524
512.87	0.3552
512.93	0.3580
513.00	0.3608
513.07	0.3636
513.13	0.3667
513.20	0.3695
513.27	0.3726
513.33	0.3757
513.40	0.3785
513.47	0.3816
513.53	0.3843
513.60	0.3878
513.67	0.3908
513.73	0.3939
513.80	0.3974
513.87	0.4005
513.93	0.4035
514.00	0.4066
514.07	0.4101
514.13	0.4131
514.20	0.4166
514.27	0.4200
514.33	0.4237
514.40	0.4274
514.47	0.4311
514.53	0.4351
514.60	0.4389
514.67	0.4426
514.73	0.4466
514.80	0.4503
514.87	0.4537
514.93	0.4574
515.00	0.4612
515.07	0.4649
515.13	0.4686
515.20	0.4723
515.27	0.4757
515.33	0.4797
515.40	0.4831
515.47	0.4865
515.53	0.4900
515.60	0.4934
515.67	0.4968
515.73	0.5005
515.80	0.5042
515.87	0.5079
515.93	0.5116
516.00	0.5157
516.07	0.5197
516.13	0.5237
516.20	0.5274
516.27	0.5315
516.33	0.5358
516.40	0.5401
516.47	0.5442
516.53	0.5485
516.60	0.5531
516.67	0.5578
516.73	0.5624
516.80	0.5674
516.87	0.5714
516.93	0.5761
517.00	0.5798
517.07	0.5835
517.13	0.5878
517.20	0.5915
517.27	0.5953
517.33	0.5993
517.40	0.6030
517.47	0.6067
517.53	0.6107
517.60	0.6145
517.67	0.6185
517.73	0.6225
517.80	0.6268
517.87	0.6312
517.93	0.6358
518.00	0.6405
518.07	0.6454
518.13	0.6504
518.20	0.6556
518.27	0.6609
518.33	0.6662
518.40	0.6714
518.47	0.6767
518.53	0.6820
518.60	0.6875
518.67	0.6925
518.73	0.6975
518.80	0.7027
518.87	0.7077
518.93	0.7123
519.00	0.7170
519.07	0.7216
519.13	0.7266
519.20	0.7312
519.27	0.7356
519.33	0.7405
519.40	0.7448
519.47	0.7495
519.53	0.7541
519.60	0.7591
519.67	0.7637
519.73	0.7687
519.80	0.7740
519.87	0.7786
519.93	0.7836
520.00	0.7882
520.07	0.7928
520.13	0.7975
520.20	0.8018
520.27	0.8065
520.33	0.8108
520.40	0.8151
520.47	0.8210
520.53	0.8285
520.60	0.8374
520.67	0.8470
520.73	0.8563
520.80	0.8653
520.87	0.8737
520.93	0.8811
521.00	0.8876
521.07	0.8929
521.13	0.8975
521.20	0.9016
521.27	0.9050
521.33	0.9078
521.40	0.9099
521.47	0.9118
521.53	0.9136
521.60	0.9149
521.67	0.9164
521.73	0.9177
521.80	0.9192
521.87	0.9211
521.93	0.9226
522.00	0.9242
522.07	0.9263
522.13	0.9279
522.20	0.9300
522.27	0.9322
522.33	0.9344
522.40	0.9369
522.47	0.9393
522.53	0.9415
522.60	0.9443
522.67	0.9468
522.73	0.9496
522.80	0.9520
522.87	0.9548
522.93	0.9573
523.00	0.9601
523.07	0.9629
523.13	0.9657
523.20	0.9681
523.27	0.9706
523.33	0.9728
523.40	0.9750
523.47	0.9768
523.53	0.9790
523.60	0.9808
523.67	0.9824
523.73	0.9839
523.80	0.9855
523.87	0.9867
523.93	0.9880
524.00	0.9895
524.07	0.9908
524.13	0.9917
524.20	0.9923
524.27	0.9932
524.33	0.9935
524.40	0.9942
524.47	0.9945
524.53	0.9942
524.60	0.9942
524.67	0.9942
524.73	0.9938
524.80	0.9935
524.87	0.9929
524.93	0.9923
525.00	0.9917
525.07	0.9908
525.13	0.9898
525.20	0.9889
525.27	0.9877
525.33	0.9861
525.40	0.9842
525.47	0.9827
525.53	0.9805
525.60	0.9787
525.67	0.9762
525.73	0.9740
525.80	0.9719
525.87	0.9691
525.93	0.9663
526.00	0.9638
526.07	0.9604
526.13	0.9576
526.20	0.9539
526.27	0.9505
526.33	0.9468
526.40	0.9431
526.47	0.9393
526.53	0.9353
526.60	0.9313
526.67	0.9270
526.73	0.9220
526.80	0.9174
526.87	0.9124
526.93	0.9074
527.00	0.9022
527.07	0.8972
527.13	0.8920
527.20	0.8867
527.27	0.8814
527.33	0.8759
527.40	0.8703
527.47	0.8641
527.53	0.8585
527.60	0.8523
527.67	0.8461
527.73	0.8399
527.80	0.8337
527.87	0.8272
527.93	0.8207
528.00	0.8142
528.07	0.8080
528.13	0.8015
528.20	0.7950
528.27	0.7882
528.33	0.7814
528.40	0.7746
528.47	0.7678
528.53	0.7609
528.60	0.7535
528.67	0.7467
528.73	0.7396
528.80	0.7318
528.87	0.7244
528.93	0.7167
529.00	0.7089
529.07	0.7012
529.13	0.6934
529.20	0.6857
529.27	0.6779
529.33	0.6702
529.40	0.6625
529.47	0.6544
529.53	0.6467
529.60	0.6386
529.67	0.6306
529.73	0.6228
529.80	0.6151
529.87	0.6073
529.93	0.5996
530.00	0.5918
530.07	0.5844
530.13	0.5770
530.20	0.5692
530.27	0.5621
530.33	0.5547
530.40	0.5476
530.47	0.5398
530.53	0.5327
530.60	0.5253
530.67	0.5178
530.73	0.5107
530.80	0.5033
530.87	0.4958
530.93	0.4884
531.00	0.4807
531.07	0.4732
531.13	0.4661
531.20	0.4587
531.27	0.4516
531.33	0.4450
531.40	0.4379
531.47	0.4311
531.53	0.4246
531.60	0.4178
531.67	0.4116
531.73	0.4054
531.80	0.3992
531.87	0.3930
531.93	0.3868
532.00	0.3806
532.07	0.3747
532.13	0.3689
532.20	0.3633
532.27	0.3577
532.33	0.3521
532.40	0.3475
532.47	0.3425
532.53	0.3379
532.60	0.3332
532.67	0.3289
532.73	0.3246
532.80	0.3202
532.87	0.3159
532.93	0.3116
533.00	0.3072
533.07	0.3026
533.13	0.2982
533.20	0.2936
533.27	0.2893
533.33	0.2849
533.40	0.2806
533.47	0.2763
533.53	0.2722
533.60	0.2682
533.67	0.2645
533.73	0.2605
533.80	0.2567
533.87	0.2524
533.93	0.2487
534.00	0.2447
534.07	0.2413
534.13	0.2375
534.20	0.2344
534.27	0.2307
534.33	0.2273
534.40	0.2239
534.47	0.2205
534.53	0.2174
534.60	0.2146
534.67	0.2115
534.73	0.2087
534.80	0.2063
534.87	0.2038
534.93	0.2016
535.00	0.1995
535.07	0.1976
535.13	0.1957
535.20	0.1939
535.27	0.1926
535.33	0.1911
535.40	0.1895
535.47	0.1880
535.53	0.1871
535.60	0.1855
535.67	0.1846
535.73	0.1833
535.80	0.1824
535.87	0.1815
535.93	0.1802
536.00	0.1787
536.07	0.1778
536.13	0.1768
536.20	0.1753
536.27	0.1744
536.33	0.1731
536.40	0.1719
536.47	0.1710
536.53	0.1700
536.60	0.1694
536.67	0.1685
536.73	0.1682
536.80	0.1676
536.87	0.1669
536.93	0.1663
537.00	0.1654
537.07	0.1645
537.13	0.1638
537.20	0.1626
537.27	0.1617
537.33	0.1604
537.40	0.1595
537.47	0.1589
537.53	0.1580
537.60	0.1570
537.67	0.1564
537.73	0.1555
537.80	0.1545
537.87	0.1536
537.93	0.1527
538.00	0.1518
538.07	0.1508
538.13	0.1502
538.20	0.1493
538.27	0.1487
538.33	0.1483
538.40	0.1480
538.47	0.1474
538.53	0.1471
538.60	0.1471
538.67	0.1468
538.73	0.1465
538.80	0.1459
538.87	0.1456
538.93	0.1449
539.00	0.1446
539.07	0.1440
539.13	0.1437
539.20	0.1425
539.27	0.1418
539.33	0.1409
539.40	0.1400
539.47	0.1391
539.53	0.1381
539.60	0.1372
539.67	0.1363
539.73	0.1353
539.80	0.1344
539.87	0.1338
539.93	0.1332
540.00	0.1322
540.07	0.1319
540.13	0.1310
540.20	0.1304
540.27	0.1295
540.33	0.1285
540.40	0.1276
540.47	0.1270
540.53	0.1264
540.60	0.1257
540.67	0.1251
540.73	0.1248
540.80	0.1242
540.87	0.1236
540.93	0.1233
541.00	0.1230
541.07	0.1223
541.13	0.1223
541.20	0.1217
541.27	0.1214
541.33	0.1211
541.40	0.1205
541.47	0.1199
541.53	0.1189
541.60	0.1183
541.67	0.1177
541.73	0.1171
541.80	0.1168
541.87	0.1161
541.93	0.1155
542.00	0.1155
542.07	0.1149
542.13	0.1149
542.20	0.1143
542.27	0.1134
542.33	0.1127
542.40	0.1118
542.47	0.1112
542.53	0.1096
542.60	0.1087
542.67	0.1075
542.73	0.1065
542.80	0.1053
542.87	0.1044
542.93	0.1034
543.00	0.1025
543.07	0.1016
543.13	0.1013
543.20	0.1007
543.27	0.0997
543.33	0.0991
543.40	0.0988
543.47	0.0985
543.53	0.0985
543.60	0.0982
543.67	0.0982
543.73	0.0979
543.80	0.0982
543.87	0.0985
543.93	0.0988
544.00	0.0988
544.07	0.0991
544.13	0.0991
544.20	0.0994
544.27	0.0997
544.33	0.0997
544.40	0.1000
544.47	0.1000
544.53	0.1000
544.60	0.1003
544.67	0.1003
544.73	0.1003
544.80	0.1003
544.87	0.1003
544.93	0.1003
545.00	0.0997
545.07	0.0997
545.13	0.0997
545.20	0.0994
545.27	0.0994
545.33	0.0997
545.40	0.0994
545.47	0.0994
545.53	0.0994
545.60	0.0994
545.67	0.0991
545.73	0.0988
545.80	0.0982
545.87	0.0982
545.93	0.0976
546.00	0.0969
546.07	0.0963
546.13	0.0954
546.20	0.0945
546.27	0.0938
546.33	0.0929
546.40	0.0923
546.47	0.0917
546.53	0.0911
546.60	0.0911
546.67	0.0911
546.73	0.0907
546.80	0.0907
546.87	0.0911
546.93	0.0911
547.00	0.0914
547.07	0.0917
547.13	0.0917
547.20	0.0920
547.27	0.0923
547.33	0.0926
547.40	0.0926
547.47	0.0929
547.53	0.0929
547.60	0.0929
547.67	0.0929
547.73	0.0923
547.80	0.0920
547.87	0.0914
547.93	0.0904
548.00	0.0901
548.07	0.0892
548.13	0.0886
548.20	0.0880
548.27	0.0873
548.33	0.0867
548.40	0.0858
548.47	0.0852
548.53	0.0849
548.60	0.0842
548.67	0.0842
548.73	0.0839
548.80	0.0839
548.87	0.0839
548.93	0.0839
549.00	0.0839
549.07	0.0842
549.13	0.0842
549.20	0.0845
549.27	0.0849
549.33	0.0852
549.40	0.0852
549.47	0.0852
549.53	0.0852
549.60	0.0855
549.67	0.0858
549.73	0.0861
549.80	0.0861
549.87	0.0858
549.93	0.0858
550.00	0.0858
